case_text,administrative,criminal,civil,constitutional,family,commercial
Litigation initiated for contract breach by Himanshi against Rakesh.,0,0,1,0,0,0
Shareholder Sara alleges financial mismanagement by board members.,0,0,0,0,0,1
Allegations of bias in exam results published by the Sydney board are raised.,1,0,0,0,0,0
Investigation begins on the kidnapping case involving Sudhir in Kuala Lumpur.,0,1,0,0,0,0
The rights of tribal communities in London debated in the apex court. Allegations of bias in exam results published by the Barcelona board are raised.,1,0,0,1,0,0
The department’s decision on pension disbursement was contested by Sunita.,1,0,0,0,0,0
Alimony disagreement leads to legal action from David.,0,0,0,0,1,0
Dispute arises over land boundaries between Simran and Anushka in Tokyo.,0,0,1,0,0,0
Investigation begins on the kidnapping case involving Salman in Johannesburg.,0,1,0,0,0,0
Custody battle between Monika and John in London family court.,0,0,0,0,1,0
Adoption rights dispute raised by Sukesh in the High Court.,0,0,0,0,1,0
Anjali files lawsuit against Anushree for breach of partnership terms.,0,0,0,0,0,1
The rights of tribal communities in Mumbai debated in the apex court.,0,0,0,1,0,0
Jyotir sues Jatin over sudden rental agreement termination. Custody battle between Simran and Aman in Mexico City family court.,0,0,1,0,1,0
The department’s decision on pension disbursement was contested by Salman.,1,0,0,0,0,0
Litigation initiated for contract breach by Monika against Aman.,0,0,1,0,0,0
Ayesha sues Rakesh over sudden rental agreement termination.,0,0,1,0,0,0
The transport authority in Manila faces complaints over revoked permits.,1,0,0,0,0,0
Startup Shell sues ex-employee Ayesha for leaking trade secrets.,0,0,0,0,0,1
Loan settlement conflict between Amit and Raj escalates to civil court.,0,0,1,0,0,0
Litigation initiated for contract breach by David against Salman. The inheritance claim of Shivam contested by family members in Dubai.,0,0,1,0,1,0
Sudhir challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Ayesha is charged with theft at Brussels mall.,0,1,0,0,0,0
"A drug trafficking ring was busted in Mumbai, implicating Aaradhya. Petition filed by Rakesh regarding violation of free speech rights.",0,1,0,1,0,0
Dispute between Costco and Costco regarding merger terms.,0,0,0,0,0,1
Property ownership between Prashant and Piyush contested in Brisbane court. Custody battle between Monika and Tanmay in London family court.,0,0,1,0,1,0
Dispute arises over land boundaries between Priya and Gukesh in Cape Town.,0,0,1,0,0,0
Tanmay challenges the reservation policy in the Supreme Court. The transport authority in Chennai faces complaints over revoked permits.,1,0,0,1,0,0
Sunita sues Mohit over sudden rental agreement termination. Adoption rights dispute raised by Arpita in the High Court.,0,0,1,0,1,0
Sukesh sues Ayesha over sudden rental agreement termination. Custody battle between Aaradhya and Sunita in London family court.,0,0,1,0,1,0
Dispute arises over land boundaries between Monika and Mukti in Berlin.,0,0,1,0,0,0
Adoption rights dispute raised by Shubham in the High Court.,0,0,0,0,1,0
General Electric is accused of violating antitrust laws in Jakarta. The transport authority in Jakarta faces complaints over revoked permits.,1,0,0,0,0,1
Allegations of bias in exam results published by the Delhi board are raised.,1,0,0,0,0,0
"A drug trafficking ring was busted in Jammu, implicating Shivam.",0,1,0,0,0,0
Yash challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Investigation begins on the kidnapping case involving Mahesh in Beijing.,0,1,0,0,0,0
Water damage liability case filed by Sara in Jammu.,0,0,1,0,0,0
Dispute arises over land boundaries between Mukti and Chen in Doha.,0,0,1,0,0,0
The rights of tribal communities in Barcelona debated in the apex court.,0,0,0,1,0,0
Dispute arises over land boundaries between Aman and Kunal in Osaka.,0,0,1,0,0,0
The department’s decision on pension disbursement was contested by Omar.,1,0,0,0,0,0
Litigation initiated for contract breach by Tanmay against Priya. Supplier contract termination by BP leads to litigation.,0,0,1,0,0,1
Alimony disagreement leads to legal action from Anjali.,0,0,0,0,1,0
Anjali sues Sudhir over sudden rental agreement termination.,0,0,1,0,0,0
An FIR was lodged against Sudhir for illegal possession of firearms.,0,1,0,0,0,0
Shareholder Sukesh alleges financial mismanagement by board members.,0,0,0,0,0,1
Supplier contract termination by Adobe Systems leads to litigation.,0,0,0,0,0,1
Shareholder Utkarsh alleges financial mismanagement by board members.,0,0,0,0,0,1
Startup Accenture sues ex-employee Rohit for leaking trade secrets. Allegations of bias in exam results published by the Osaka board are raised.,1,0,0,0,0,1
Cipla is accused of violating antitrust laws in Bangalore.,0,0,0,0,0,1
Loan settlement conflict between Aaradhya and Gukesh escalates to civil court. Shareholder Himanshi alleges financial mismanagement by board members.,0,0,1,0,0,1
Petition filed by Amit regarding violation of free speech rights.,0,0,0,1,0,0
Citizens in Brussels protest changes in election laws.,0,0,0,1,0,0
Dispute arises over land boundaries between Amit and Jatin in Berlin.,0,0,1,0,0,0
Shareholder Kshitij alleges financial mismanagement by board members.,0,0,0,0,0,1
Dispute arises over land boundaries between Akshay and Yash in Doha.,0,0,1,0,0,0
Litigation initiated for contract breach by Aaradhya against Ayesha.,0,0,1,0,0,0
Alimony disagreement leads to legal action from Sudhir.,0,0,0,0,1,0
Loan settlement conflict between Anshika and Monika escalates to civil court. Dispute over guardianship rights brings Amit and Omar to court.,0,0,1,0,1,0
Public interest litigation filed over religious freedom infringement. Government hiring procedure disputed by Chen from Abu Dhabi.,1,0,0,1,0,0
An FIR was lodged against Kunal for illegal possession of firearms. Petition filed by Shubham regarding violation of free speech rights.,0,1,0,1,0,0
Supplier contract termination by Walmart leads to litigation.,0,0,0,0,0,1
The rights of tribal communities in Riyadh debated in the apex court.,0,0,0,1,0,0
Adoption rights dispute raised by Jyotir in the High Court.,0,0,0,0,1,0
Aman files lawsuit against Anushka for breach of partnership terms.,0,0,0,0,0,1
The inheritance claim of Harvijay contested by family members in Istanbul.,0,0,0,0,1,0
Investigation begins on the kidnapping case involving Anshika in London.,0,1,0,0,0,0
Investigation begins on the kidnapping case involving Omar in São Paulo.,0,1,0,0,0,0
The inheritance claim of Gukesh contested by family members in Brisbane.,0,0,0,0,1,0
Litigation initiated for contract breach by Shubham against Anushree.,0,0,1,0,0,0
Shareholder Aaradhya alleges financial mismanagement by board members. Government hiring procedure disputed by Kartikey from Amsterdam.,1,0,0,0,0,1
Litigation initiated for contract breach by Sara against Anushree.,0,0,1,0,0,0
Dispute between TotalEnergies and TotalEnergies regarding merger terms.,0,0,0,0,0,1
An FIR was lodged against Monika for illegal possession of firearms.,0,1,0,0,0,0
Shareholder Simran alleges financial mismanagement by board members. An appeal was filed by Raj against a land acquisition order in Rome.,1,0,0,0,0,1
Supplier contract termination by JPMorgan Chase leads to litigation. Government hiring procedure disputed by Sunita from Chennai.,1,0,0,0,0,1
Petition filed by Shubham regarding violation of free speech rights.,0,0,0,1,0,0
Loan settlement conflict between Fatima and Prashant escalates to civil court. Custody battle between Sudhir and Omar in Brisbane family court.,0,0,1,0,1,0
Dispute arises over land boundaries between Titiksha and Fatima in Brisbane.,0,0,1,0,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Sara sues Sudhir over sudden rental agreement termination. Dispute between Barclays and Barclays regarding merger terms.,0,0,1,0,0,1
The rights of tribal communities in Paris debated in the apex court.,0,0,0,1,0,0
Mr. Yash challenges the new municipal tax regulation in Abu Dhabi.,1,0,0,0,0,0
Alimony disagreement leads to legal action from Anushka.,0,0,0,0,1,0
"A drug trafficking ring was busted in Moscow, implicating Kshitij. Citizens in Jakarta protest changes in election laws.",0,1,0,1,0,0
Alimony disagreement leads to legal action from Mohit.,0,0,0,0,1,0
Monika challenges the reservation policy in the Supreme Court. The transport authority in Berlin faces complaints over revoked permits.,1,0,0,1,0,0
Police arrest Aditya in Seoul for organized financial fraud.,0,1,0,0,0,0
The rights of tribal communities in Pune debated in the apex court.,0,0,0,1,0,0
An FIR was lodged against Piyush for illegal possession of firearms.,0,1,0,0,0,0
Property ownership between Salman and Yash contested in Mumbai court. Custody battle between Salman and Jyotir in New York family court.,0,0,1,0,1,0
Supplier contract termination by Siemens leads to litigation. The department’s decision on pension disbursement was contested by Anushka.,1,0,0,0,0,1
Water damage liability case filed by Sunita in Abu Dhabi. Custody battle between Aditya and Amit in Brussels family court.,0,0,1,0,1,0
Shareholder Amit alleges financial mismanagement by board members. An appeal was filed by Shouryan against a land acquisition order in Buenos Aires.,1,0,0,0,0,1
AstraZeneca is accused of violating antitrust laws in London.,0,0,0,0,0,1
The department’s decision on pension disbursement was contested by Gukesh.,1,0,0,0,0,0
Rohit is charged with theft at Dehradun mall.,0,1,0,0,0,0
Startup Apple sues ex-employee Ayesha for leaking trade secrets.,0,0,0,0,0,1
An appeal was filed by John against a land acquisition order in Kuala Lumpur.,1,0,0,0,0,0
Litigation initiated for contract breach by Fatima against Anjali.,0,0,1,0,0,0
"A drug trafficking ring was busted in Bangalore, implicating Mohit.",0,1,0,0,0,0
The rights of tribal communities in Melbourne debated in the apex court. An appeal was filed by Omar against a land acquisition order in Barcelona.,1,0,0,1,0,0
Anushree challenges the reservation policy in the Supreme Court. The transport authority in Dubai faces complaints over revoked permits.,1,0,0,1,0,0
Police arrest Anshika in Abu Dhabi for organized financial fraud.,0,1,0,0,0,0
The rights of tribal communities in São Paulo debated in the apex court. Government hiring procedure disputed by Arpita from Melbourne.,1,0,0,1,0,0
Shareholder Priya alleges financial mismanagement by board members.,0,0,0,0,0,1
Litigation initiated for contract breach by Rohit against Raj. Adoption rights dispute raised by Himanshi in the High Court.,0,0,1,0,1,0
Alimony disagreement leads to legal action from Mohit.,0,0,0,0,1,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Litigation initiated for contract breach by Ramesh against Shivam.,0,0,1,0,0,0
Property ownership between Monika and Jyotir contested in Paris court.,0,0,1,0,0,0
Citizens in Doha protest changes in election laws.,0,0,0,1,0,0
Loan settlement conflict between Anjali and Jatin escalates to civil court. Shareholder Omar alleges financial mismanagement by board members.,0,0,1,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
The department’s decision on pension disbursement was contested by Rakesh.,1,0,0,0,0,0
Dispute over guardianship rights brings Priya and Shivam to court.,0,0,0,0,1,0
Alimony disagreement leads to legal action from Sunita.,0,0,0,0,1,0
Prashant is charged with theft at Rome mall. A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,1,0,1,0,0
Salman is charged with theft at Goa mall.,0,1,0,0,0,0
Ramesh and Anjali file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Petition filed by Shouryan regarding violation of free speech rights.,0,0,0,1,0,0
Shareholder Aaradhya alleges financial mismanagement by board members.,0,0,0,0,0,1
The transport authority in Jakarta faces complaints over revoked permits.,1,0,0,0,0,0
Dispute between Merck & Co. and Merck & Co. regarding merger terms.,0,0,0,0,0,1
Shareholder Rakesh alleges financial mismanagement by board members.,0,0,0,0,0,1
Water damage liability case filed by Rakesh in Mexico City.,0,0,1,0,0,0
Shubham is charged with theft at Madrid mall.,0,1,0,0,0,0
Simran pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Startup BMW sues ex-employee John for leaking trade secrets.,0,0,0,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds. Government hiring procedure disputed by Arpita from Brisbane.,1,0,0,1,0,0
Dispute between Cipla and Cipla regarding merger terms.,0,0,0,0,0,1
Custody battle between Simran and Anushree in Paris family court.,0,0,0,0,1,0
Dispute over guardianship rights brings Amit and Sunita to court.,0,0,0,0,1,0
Anshika sues Aman over sudden rental agreement termination. Alimony disagreement leads to legal action from Kshitij.,0,0,1,0,1,0
Dispute arises over land boundaries between Amit and David in London.,0,0,1,0,0,0
Anushka pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Petition filed by Fatima regarding violation of free speech rights.,0,0,0,1,0,0
Property ownership between Ramesh and Himanshi contested in Jammu court.,0,0,1,0,0,0
"A drug trafficking ring was busted in Kuala Lumpur, implicating Salman.",0,1,0,0,0,0
Jyotir sues Harvijay over sudden rental agreement termination. Dispute over guardianship rights brings Raj and Anushree to court.,0,0,1,0,1,0
The transport authority in Jakarta faces complaints over revoked permits.,1,0,0,0,0,0
The transport authority in Tokyo faces complaints over revoked permits.,1,0,0,0,0,0
Dispute over guardianship rights brings Yash and John to court.,0,0,0,0,1,0
Harvijay and Mukti file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Loan settlement conflict between Arpita and Akshay escalates to civil court. Amit files lawsuit against Kshitij for breach of partnership terms.,0,0,1,0,0,1
Police arrest Prashant in Abu Dhabi for organized financial fraud.,0,1,0,0,0,0
Mr. Fatima challenges the new municipal tax regulation in Beijing.,1,0,0,0,0,0
Omar pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Police arrest Anushree in Vishakhapatnam for organized financial fraud.,0,1,0,0,0,0
Shareholder Yash alleges financial mismanagement by board members.,0,0,0,0,0,1
Dispute over guardianship rights brings Prashant and Raj to court.,0,0,0,0,1,0
Government hiring procedure disputed by David from Chennai.,1,0,0,0,0,0
Toyota is accused of violating antitrust laws in Riyadh.,0,0,0,0,0,1
Dispute arises over land boundaries between Kunal and Shubham in Cairo. Custody battle between Anushree and Anjali in Kerela family court.,0,0,1,0,1,0
Priya pleads not guilty in a court case regarding cybercrime. Citizens in Istanbul protest changes in election laws.,0,1,0,1,0,0
Shareholder Rakesh alleges financial mismanagement by board members. Government hiring procedure disputed by Akshay from Moscow.,1,0,0,0,0,1
Alimony disagreement leads to legal action from Mahesh.,0,0,0,0,1,0
Water damage liability case filed by Omar in Berlin.,0,0,1,0,0,0
David files lawsuit against Aman for breach of partnership terms.,0,0,0,0,0,1
"A drug trafficking ring was busted in Riyadh, implicating Aaradhya.",0,1,0,0,0,0
Litigation initiated for contract breach by Utkarsh against Akshay.,0,0,1,0,0,0
Property ownership between Chen and Piyush contested in Dehradun court.,0,0,1,0,0,0
Shareholder Chen alleges financial mismanagement by board members. Government hiring procedure disputed by Chen from Istanbul.,1,0,0,0,0,1
The department’s decision on pension disbursement was contested by David.,1,0,0,0,0,0
The rights of tribal communities in Amsterdam debated in the apex court.,0,0,0,1,0,0
Adoption rights dispute raised by Mukti in the High Court.,0,0,0,0,1,0
An FIR was lodged against Fatima for illegal possession of firearms.,0,1,0,0,0,0
Police arrest Ramesh in Madrid for organized financial fraud.,0,1,0,0,0,0
Litigation initiated for contract breach by Amit against John.,0,0,1,0,0,0
Pfizer is accused of violating antitrust laws in Bangkok.,0,0,0,0,0,1
The transport authority in Cape Town faces complaints over revoked permits.,1,0,0,0,0,0
Simran is charged with theft at Mexico City mall. Citizens in Melbourne protest changes in election laws.,0,1,0,1,0,0
The inheritance claim of Salman contested by family members in New York.,0,0,0,0,1,0
Loan settlement conflict between Akshay and Shouryan escalates to civil court.,0,0,1,0,0,0
Police arrest David in Cape Town for organized financial fraud.,0,1,0,0,0,0
The rights of tribal communities in Osaka debated in the apex court. Allegations of bias in exam results published by the Madrid board are raised.,1,0,0,1,0,0
The rights of tribal communities in Sydney debated in the apex court.,0,0,0,1,0,0
Sunita and Shivam file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Petition filed by Mahesh regarding violation of free speech rights. The transport authority in Delhi faces complaints over revoked permits.,1,0,0,1,0,0
Sukesh files lawsuit against Salman for breach of partnership terms.,0,0,0,0,0,1
Dispute arises over land boundaries between Monika and Anjali in Amsterdam. Alimony disagreement leads to legal action from Shivam.,0,0,1,0,1,0
Mr. Ayesha challenges the new municipal tax regulation in Amsterdam.,1,0,0,0,0,0
Police arrest Anjali in Goa for organized financial fraud. Mukti challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
Dispute between Amazon and Amazon regarding merger terms. The department’s decision on pension disbursement was contested by Sara.,1,0,0,0,0,1
Mr. Kunal challenges the new municipal tax regulation in Seoul.,1,0,0,0,0,0
An FIR was lodged against Chen for illegal possession of firearms.,0,1,0,0,0,0
Police arrest Himanshi in Dehradun for organized financial fraud.,0,1,0,0,0,0
Anshika challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Shareholder Himanshi alleges financial mismanagement by board members.,0,0,0,0,0,1
Mr. Rakesh challenges the new municipal tax regulation in Istanbul.,1,0,0,0,0,0
Citizens in Doha protest changes in election laws.,0,0,0,1,0,0
Startup Sun Pharma sues ex-employee Priya for leaking trade secrets. An appeal was filed by Sukesh against a land acquisition order in Moscow.,1,0,0,0,0,1
An appeal was filed by Omar against a land acquisition order in Jakarta.,1,0,0,0,0,0
HDFC Bank is accused of violating antitrust laws in Doha.,0,0,0,0,0,1
Tanmay files lawsuit against Jyotir for breach of partnership terms.,0,0,0,0,0,1
Petition filed by Aman regarding violation of free speech rights.,0,0,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
The rights of tribal communities in Vishakhapatnam debated in the apex court.,0,0,0,1,0,0
Rakesh and Rakesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
Omar sues Kunal over sudden rental agreement termination. Larsen & Toubro is accused of violating antitrust laws in Paris.,0,0,1,0,0,1
"A drug trafficking ring was busted in Kerela, implicating Harvijay.",0,1,0,0,0,0
Government hiring procedure disputed by David from Brisbane.,1,0,0,0,0,0
Investigation begins on the kidnapping case involving Priya in New York.,0,1,0,0,0,0
Water damage liability case filed by Sukesh in Kashmir. Ayesha files lawsuit against Sukesh for breach of partnership terms.,0,0,1,0,0,1
Allegations of bias in exam results published by the Osaka board are raised.,1,0,0,0,0,0
An FIR was lodged against Jyotir for illegal possession of firearms. Public interest litigation filed over religious freedom infringement.,0,1,0,1,0,0
An FIR was lodged against Sukesh for illegal possession of firearms.,0,1,0,0,0,0
Arpita challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Citizens in Brisbane protest changes in election laws.,0,0,0,1,0,0
"A drug trafficking ring was busted in Lima, implicating Arpita. Omar challenges the reservation policy in the Supreme Court.",0,1,0,1,0,0
Property ownership between Ramesh and Kartikey contested in Dubai court.,0,0,1,0,0,0
Supplier contract termination by Larsen & Toubro leads to litigation. The transport authority in Jakarta faces complaints over revoked permits.,1,0,0,0,0,1
Gukesh challenges the reservation policy in the Supreme Court. Mr. Mahesh challenges the new municipal tax regulation in Bangkok.,1,0,0,1,0,0
Property ownership between Shouryan and Prashant contested in Paris court. Sukesh and Anjali file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Dispute between Cipla and Cipla regarding merger terms. Government hiring procedure disputed by Salman from Riyadh.,1,0,0,0,0,1
Gukesh is charged with theft at Tokyo mall. Petition filed by Monika regarding violation of free speech rights.,0,1,0,1,0,0
Loan settlement conflict between Sudhir and Sunita escalates to civil court.,0,0,1,0,0,0
Property ownership between Aaradhya and Shivam contested in Istanbul court.,0,0,1,0,0,0
Mukti challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
An appeal was filed by Sukesh against a land acquisition order in Kerela.,1,0,0,0,0,0
Property ownership between Shouryan and Anjali contested in Kashmir court. Utkarsh files lawsuit against Aaradhya for breach of partnership terms.,0,0,1,0,0,1
Priya is charged with theft at Chennai mall.,0,1,0,0,0,0
Monika challenges the reservation policy in the Supreme Court. The transport authority in Dubai faces complaints over revoked permits.,1,0,0,1,0,0
Raj is charged with theft at Mumbai mall.,0,1,0,0,0,0
Dispute over guardianship rights brings John and Mukti to court.,0,0,0,0,1,0
Citizens in Doha protest changes in election laws.,0,0,0,1,0,0
Dispute over guardianship rights brings Chen and Sudhir to court.,0,0,0,0,1,0
Jyotir challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
The inheritance claim of Anjali contested by family members in Delhi.,0,0,0,0,1,0
NextEra Energy is accused of violating antitrust laws in Barcelona.,0,0,0,0,0,1
Yash is charged with theft at Goa mall.,0,1,0,0,0,0
The inheritance claim of Rakesh contested by family members in Buenos Aires.,0,0,0,0,1,0
Alimony disagreement leads to legal action from David.,0,0,0,0,1,0
Chen is charged with theft at Beijing mall.,0,1,0,0,0,0
Dispute between NextEra Energy and NextEra Energy regarding merger terms. The transport authority in Jakarta faces complaints over revoked permits.,1,0,0,0,0,1
Investigation begins on the kidnapping case involving Mahesh in Cape Town.,0,1,0,0,0,0
Fatima pleads not guilty in a court case regarding cybercrime.,0,1,0,0,0,0
Mr. Rohit challenges the new municipal tax regulation in Kuala Lumpur.,1,0,0,0,0,0
Government hiring procedure disputed by Titiksha from Paris.,1,0,0,0,0,0
An FIR was lodged against Jatin for illegal possession of firearms.,0,1,0,0,0,0
An FIR was lodged against David for illegal possession of firearms.,0,1,0,0,0,0
Sukesh is charged with theft at Seoul mall.,0,1,0,0,0,0
Startup Walmart sues ex-employee Rakesh for leaking trade secrets.,0,0,0,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
The inheritance claim of Shubham contested by family members in Manchester.,0,0,0,0,1,0
Supplier contract termination by Merck & Co. leads to litigation.,0,0,0,0,0,1
Loan settlement conflict between John and Simran escalates to civil court. Custody battle between Salman and Piyush in Kuala Lumpur family court.,0,0,1,0,1,0
Water damage liability case filed by Omar in Jakarta.,0,0,1,0,0,0
Dispute between Verizon and Verizon regarding merger terms.,0,0,0,0,0,1
Dispute between Tencent and Tencent regarding merger terms.,0,0,0,0,0,1
Custody battle between Sunita and Mahesh in Bangkok family court.,0,0,0,0,1,0
Shareholder Shubham alleges financial mismanagement by board members. The department’s decision on pension disbursement was contested by Kunal.,1,0,0,0,0,1
Property ownership between Rakesh and Mahesh contested in Chennai court.,0,0,1,0,0,0
Adoption rights dispute raised by Aaradhya in the High Court.,0,0,0,0,1,0
Custody battle between Priya and Anshika in Bangalore family court.,0,0,0,0,1,0
The transport authority in Tokyo faces complaints over revoked permits.,1,0,0,0,0,0
Loan settlement conflict between Kunal and Akshay escalates to civil court.,0,0,1,0,0,0
Citizens in Buenos Aires protest changes in election laws.,0,0,0,1,0,0
Startup Microsoft sues ex-employee Utkarsh for leaking trade secrets.,0,0,0,0,0,1
Loan settlement conflict between Mahesh and Shubham escalates to civil court. Alimony disagreement leads to legal action from Gukesh.,0,0,1,0,1,0
Dispute arises over land boundaries between Salman and Sunita in Doha.,0,0,1,0,0,0
Water damage liability case filed by David in Seoul. David files lawsuit against Aman for breach of partnership terms.,0,0,1,0,0,1
The transport authority in Moscow faces complaints over revoked permits.,1,0,0,0,0,0
The inheritance claim of Sudhir contested by family members in Pune.,0,0,0,0,1,0
Police arrest Anushka in Rome for organized financial fraud.,0,1,0,0,0,0
Public interest litigation filed over religious freedom infringement. An appeal was filed by Ramesh against a land acquisition order in Riyadh.,1,0,0,1,0,0
Investigation begins on the kidnapping case involving Rakesh in Delhi.,0,1,0,0,0,0
An FIR was lodged against Gukesh for illegal possession of firearms.,0,1,0,0,0,0
Property ownership between Sudhir and Prashant contested in Moscow court.,0,0,1,0,0,0
Dispute arises over land boundaries between Tanmay and John in Barcelona. Aditya and Yash file for divorce citing irreconcilable differences.,0,0,1,0,1,0
Aaradhya files lawsuit against Himanshi for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Yash and Simran contested in Osaka court.,0,0,1,0,0,0
Akshay challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
Government hiring procedure disputed by Harvijay from Chennai.,1,0,0,0,0,0
Startup Starbucks sues ex-employee Himanshi for leaking trade secrets. Government hiring procedure disputed by Jatin from New York.,1,0,0,0,0,1
Dispute between Vodafone and Vodafone regarding merger terms. Mr. Mukti challenges the new municipal tax regulation in Amsterdam.,1,0,0,0,0,1
Citizens in Sydney protest changes in election laws.,0,0,0,1,0,0
Litigation initiated for contract breach by Sunita against Yash. Monika files lawsuit against Rohit for breach of partnership terms.,0,0,1,0,0,1
Investigation begins on the kidnapping case involving Omar in Cape Town.,0,1,0,0,0,0
Alimony disagreement leads to legal action from Mohit.,0,0,0,0,1,0
Custody battle between Aaradhya and Omar in Pune family court.,0,0,0,0,1,0
Jyotir challenges the reservation policy in the Supreme Court. The department’s decision on pension disbursement was contested by Arpita.,1,0,0,1,0,0
Custody battle between Titiksha and Sunita in Chennai family court.,0,0,0,0,1,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Startup Citibank sues ex-employee Shivam for leaking trade secrets.,0,0,0,0,0,1
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Police arrest Shouryan in Bangalore for organized financial fraud.,0,1,0,0,0,0
Supplier contract termination by JPMorgan Chase leads to litigation. Allegations of bias in exam results published by the Vishakhapatnam board are raised.,1,0,0,0,0,1
Gukesh challenges the reservation policy in the Supreme Court.,0,0,0,1,0,0
An FIR was lodged against Kshitij for illegal possession of firearms.,0,1,0,0,0,0
Mr. Chen challenges the new municipal tax regulation in Buenos Aires.,1,0,0,0,0,0
An FIR was lodged against Priya for illegal possession of firearms. The rights of tribal communities in Dehradun debated in the apex court.,0,1,0,1,0,0
Yash sues John over sudden rental agreement termination.,0,0,1,0,0,0
Ramesh and Rakesh file for divorce citing irreconcilable differences.,0,0,0,0,1,0
"A drug trafficking ring was busted in Barcelona, implicating Prashant.",0,1,0,0,0,0
Arpita is charged with theft at Berlin mall.,0,1,0,0,0,0
Police arrest Aaradhya in Mumbai for organized financial fraud. Citizens in Kuala Lumpur protest changes in election laws.,0,1,0,1,0,0
Public interest litigation filed over religious freedom infringement.,0,0,0,1,0,0
Property ownership between Priya and Akshay contested in Dubai court. Harvijay files lawsuit against Mohit for breach of partnership terms.,0,0,1,0,0,1
Investigation begins on the kidnapping case involving Sara in Brussels.,0,1,0,0,0,0
The inheritance claim of Mohit contested by family members in Kashmir.,0,0,0,0,1,0
Startup Capgemini sues ex-employee Chen for leaking trade secrets.,0,0,0,0,0,1
Litigation initiated for contract breach by Mukti against Shivam. The inheritance claim of Akshay contested by family members in Dubai.,0,0,1,0,1,0
Water damage liability case filed by Rohit in Mumbai.,0,0,1,0,0,0
Property ownership between Omar and Omar contested in Chennai court.,0,0,1,0,0,0
Petition filed by Mohit regarding violation of free speech rights.,0,0,0,1,0,0
Chen files lawsuit against Mahesh for breach of partnership terms.,0,0,0,0,0,1
Police arrest Raj in Chennai for organized financial fraud. Citizens in Madrid protest changes in election laws.,0,1,0,1,0,0
A law regarding digital surveillance is being scrutinized under constitutional grounds. An appeal was filed by Mukti against a land acquisition order in Moscow.,1,0,0,1,0,0
Dispute arises over land boundaries between Yash and Prashant in Osaka.,0,0,1,0,0,0
Dispute between eBay and eBay regarding merger terms. Allegations of bias in exam results published by the Johannesburg board are raised.,1,0,0,0,0,1
Water damage liability case filed by Gukesh in Mexico City.,0,0,1,0,0,0
Jyotir is charged with theft at Kuala Lumpur mall. Aman challenges the reservation policy in the Supreme Court.,0,1,0,1,0,0
Dispute over guardianship rights brings Kshitij and Ayesha to court.,0,0,0,0,1,0
Shareholder Prashant alleges financial mismanagement by board members.,0,0,0,0,0,1
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
PepsiCo is accused of violating antitrust laws in Kuala Lumpur.,0,0,0,0,0,1
Loan settlement conflict between Shubham and Titiksha escalates to civil court. Supplier contract termination by Emirates leads to litigation.,0,0,1,0,0,1
The inheritance claim of Shivam contested by family members in Abu Dhabi.,0,0,0,0,1,0
A law regarding digital surveillance is being scrutinized under constitutional grounds.,0,0,0,1,0,0
Anushree files lawsuit against Ayesha for breach of partnership terms.,0,0,0,0,0,1
Property ownership between Gukesh and Chen contested in Jammu court. Dispute over guardianship rights brings Shivam and Chen to court.,0,0,1,0,1,0
Dispute between TotalEnergies and TotalEnergies regarding merger terms.,0,0,0,0,0,1
An appeal was filed by Sukesh against a land acquisition order in Moscow.,1,0,0,0,0,0
Government hiring procedure disputed by Utkarsh from Pune.,1,0,0,0,0,0
Water damage liability case filed by Raj in Rome. Supplier contract termination by Wipro leads to litigation.,0,0,1,0,0,1
Supplier contract termination by Honeywell leads to litigation. The transport authority in Lima faces complaints over revoked permits.,1,0,0,0,0,1
Investigation begins on the kidnapping case involving Mukti in Istanbul.,0,1,0,0,0,0
